02 Feb 2008,Ireland,16,11,Italy
05 Nov 1988,France,29,9,Argentina
29 Jun 2008,Ghana,27,6,Togo
24 Aug 1991,New Zealand,6,3,Australia
03 May 2003,Serbia & Montenegro,18,29,Latvia
25 Sep 1983,Czechoslovakia,20,10,Sweden
03 Feb 1973,Scotland,10,9,Wales
01 May 2002,Uruguay,33,16,Chile
03 Jul 2004,Rwanda,18,15,Burundi
26 Jan 1952,France,8,11,Ireland
03 May 1997,Lithuania,17,84,Sweden
08 May 1983,Sweden,3,19,Spain
25 Nov 2006,Wales,10,45,New Zealand
27 Jun 2009,Papua New Guinea,86,12,Vanuatu
23 Feb 1929,Ireland,7,16,Scotland
20 Sep 1969,South Africa,19,8,Australia
02 May 1993,Netherlands,0,7,Poland
23 May 2001,Canada,14,8,Uruguay
28 Jun 1980,Australia,9,12,New Zealand
02 Apr 1988,Italy,3,12,Romania
25 Oct 2010,Bosnia & Herzegovina,45,21,Slovakia
05 Feb 2000,British Virgin Islands,62,5,Dominican Republic
07 Nov 2009,Wales,12,19,New Zealand
21 Jun 2008,South Africa,26,0,Italy
01 May 2002,Argentina,152,0,Paraguay
14 Jun 1975,New Zealand,24,0,Scotland
09 Nov 1996,Chinese Taipei,12,114,Hong Kong
10 Feb 1951,Ireland,3,0,England
19 Nov 2005,Romania,22,20,Canada
06 Jul 1991,Argentina,14,28,New Zealand
15 Apr 2012,Chinese Taipei,8,36,Sri Lanka
01 Oct 1992,Denmark,8,3,Switzerland
08 Oct 1985,Norway,12,28,Denmark
12 Mar 1949,Wales,0,5,Ireland
11 Jul 1998,Australia,24,16,New Zealand
08 Nov 1972,Singapore,9,6,Sri Lanka
12 Jun 2010,Jordan,28,3,Uzbekistan
18 Mar 2006,Italy,10,13,Scotland
15 Apr 2006,Malta,26,15,Croatia
28 Jun 2000,Singapore,49,20,Thailand
11 Mar 2006,Andorra,0,31,Spain
28 Nov 1998,Ireland,13,27,South Africa
28 Aug 1999,England,36,11,Canada
05 May 1984,Serbia & Montenegro,12,22,Tunisia
08 Jan 1883,Scotland,9,3,Wales
14 Jan 1950,Scotland,8,5,France
02 Sep 1983,Cook Islands,4,55,Samoa
18 Jan 1992,Ireland,15,16,Wales
17 May 2011,Brazil,18,39,Uruguay
28 Oct 2000,Hungary,27,21,Andorra
31 May 1985,Soviet Union,14,6,Romania
07 Aug 1999,Namibia,32,17,Zimbabwe
21 Jun 1930,New Zealand,3,6,Lions
20 Feb 1897,Scotland,8,3,Ireland
09 Feb 1963,Ireland,0,0,England
24 Apr 2010,Kazakhstan,43,28,Arabian Gulf
27 Nov 1993,Bulgaria,11,7,Denmark
07 Jul 1984,Zimbabwe,22,13,Spain
07 May 2005,Armenia,47,15,Israel
17 Feb 2001,Ireland,22,15,France
13 Feb 2010,Portugal,10,16,Georgia
28 Feb 1959,England,3,3,France
01 Jul 1977,Romania,38,21,Poland
20 Jan 2001,Malta,3,9,Monaco
26 Mar 1967,France,60,13,Italy
22 Nov 2008,Wales,9,29,New Zealand
04 Apr 2009,Lithuania,55,12,Latvia
13 May 2011,United Arab Emirates,0,111,Japan
19 Jul 2008,Indonesia,55,3,Cambodia
24 Jan 1970,France,8,0,Ireland
02 Jul 1957,Samoa,7,24,Tonga
26 Jan 1957,Ireland,11,6,France
07 Aug 1948,Fiji,6,14,New Zealand Maori
21 Jun 1997,South Africa,16,25,Lions
04 Nov 1989,France,15,32,Australia
28 Feb 1880,England,9,3,Scotland
13 Jun 1998,Argentina,18,35,France
27 Oct 1968,Sweden,11,0,Denmark
27 Aug 1960,South Africa,8,3,New Zealand
11 Jan 1913,France,5,38,South Africa
06 Apr 2002,Singapore,34,5,Malaysia
30 Mar 1980,Netherlands,16,10,West Germany
21 May 1972,Italy,6,6,Spain
10 Oct 2009,Bosnia & Herzegovina,23,8,Monaco
15 Jul 1989,Zimbabwe,9,14,Spain
26 Oct 2002,Bulgaria,21,12,Norway
13 Feb 1965,Ireland,5,0,England
19 May 2001,Mexico,14,20,Cayman Islands
03 Feb 2001,Italy,22,41,Ireland
18 Jun 1983,Fiji,13,8,Tonga
26 Nov 1978,Spain,7,16,Poland
10 Jan 1885,Scotland,0,0,Wales
11 Apr 2009,Arabian Gulf,44,24,Chinese Taipei
18 Mar 1922,England,11,5,Scotland
19 Apr 1999,Uruguay,18,3,Morocco
15 Aug 1981,Tonga,10,3,Fiji
07 Dec 1985,Serbia & Montenegro,13,6,Switzerland
27 May 2000,Japan,21,36,United States
04 Oct 1986,Denmark,12,11,Sweden
09 May 1998,Spain,33,22,Portugal
15 May 1976,Poland,17,14,Spain
24 Feb 1968,France,14,9,England
04 Sep 2004,Botswana,25,22,Swaziland
09 Jun 2004,Mauritania,0,81,Mali
01 Nov 1986,Ireland,60,0,Romania
10 Mar 2012,Russia,38,19,Ukraine
30 May 1981,South Africa,23,15,Ireland
30 Jul 1947,Fiji,19,9,Tonga
19 Jun 2010,Samoa,23,31,Japan
03 Sep 1979,Tonga,92,3,Solomon Islands
12 May 1968,Portugal,3,17,Italy
03 Mar 2002,Netherlands,3,49,Romania
23 Jan 1926,Ireland,11,0,France
21 Jun 1980,Australia,13,9,New Zealand
05 Nov 1989,Spain,58,6,Belgium
19 Jun 1976,Australia,21,9,Fiji
28 Sep 2002,Italy,25,17,Romania
25 Nov 2000,Malta,0,26,Belgium
18 Oct 2008,Armenia,35,15,Switzerland
10 May 2003,Slovenia,23,23,Switzerland
17 Jan 1981,Wales,21,19,England
29 Apr 2006,Azerbaijan,3,31,Luxembourg
16 Nov 1980,West Germany,13,10,Netherlands
01 May 1974,Serbia & Montenegro,8,20,West Germany
31 Jul 2010,Australia,28,49,New Zealand
25 Oct 2005,Kazakhstan,25,19,Sri Lanka
20 Jul 2002,New Zealand,41,20,South Africa
23 Feb 2008,Wales,47,8,Italy
18 Jul 2009,Nigeria,5,0,Mali
25 Jul 1992,Tonga,13,9,Fiji
01 Dec 1966,New Caledonia,15,6,Vanuatu
30 Mar 1997,Singapore,15,18,Sri Lanka
22 Apr 2006,Sweden,35,3,Switzerland
04 Jul 2009,Iran,48,13,Indonesia
09 Feb 1957,Ireland,0,6,England
01 Feb 1902,Wales,14,5,Scotland
05 Oct 2002,Korea,70,11,Sri Lanka
17 Sep 2011,Argentina,43,8,Romania
15 Jun 2011,Madagascar,0,49,Zimbabwe
29 Dec 1968,Italy,22,3,Serbia & Montenegro
24 Jan 1931,Scotland,6,4,France
01 Jun 1986,Czechoslovakia,51,3,Sweden
27 Aug 1921,New Zealand,5,9,South Africa
26 Oct 1975,Czechoslovakia,28,3,Serbia & Montenegro
19 Nov 2005,Italy,22,39,Argentina
14 Jul 1928,Rhodesia,8,44,New Zealand
02 Apr 1898,England,14,7,Wales
01 Nov 2002,Singapore,3,10,Hong Kong
01 Nov 1980,Argentina,34,22,Fiji
20 Nov 1988,Spain,21,9,Soviet Union
15 Mar 1975,England,7,6,Scotland
23 May 2009,Canada,6,25,Ireland
11 Oct 1998,Germany,13,6,Tunisia
24 Oct 2009,Croatia,23,9,Latvia
03 Nov 1979,Argentina,12,17,Australia
23 Nov 2002,Wales,17,43,New Zealand
26 Sep 1959,Fiji,11,14,Tonga
16 Mar 1996,England,28,15,Ireland
31 Mar 1974,Spain,22,0,Morocco
19 Jun 2004,South Africa,26,17,Ireland
14 Jun 2008,Thailand,30,7,Malaysia
09 Feb 1901,Ireland,10,6,England
11 Mar 2007,England,26,18,France
18 Nov 2006,Netherlands,18,29,Ukraine
05 Jun 2010,China,3,56,Thailand
07 Sep 2002,Ireland,39,8,Romania
09 Feb 1992,Spain,21,22,Italy
13 Oct 2012,Israel,48,22,Serbia & Montenegro
15 Apr 2000,Luxembourg,78,12,Norway
08 Apr 2001,Germany,30,17,Czech Republic
19 Mar 1966,Scotland,6,3,England
23 Jun 1998,New Zealand Maori,62,14,England
26 Jun 1971,New Zealand,3,9,Lions
21 May 1960,Tonga,27,16,New Zealand Maori
06 Apr 2012,Tunisia,18,7,United Arab Emirates
31 Jul 1983,Australia,3,18,Argentina
11 Feb 2007,Ireland,17,20,France
07 Jun 2006,United States,6,74,New Zealand Maori
24 Oct 1992,Spain,34,43,Argentina
09 Nov 2002,Wales,58,14,Fiji
25 Apr 1982,Netherlands,12,16,Portugal
04 Dec 1993,Barbarians,12,25,New Zealand
29 Jul 2006,Australia,9,13,New Zealand
22 May 2010,Ukraine,3,33,Romania
01 Jun 2012,Indonesia,13,7,Pakistan
02 Oct 1985,Portugal,18,17,Zimbabwe
18 Jan 1992,Scotland,7,25,England
26 May 2004,Barbarians,0,42,Wales
29 Jun 1996,United States,42,23,Hong Kong
12 Oct 1979,Chile,9,9,Uruguay
03 Dec 1978,Romania,6,9,France
22 Sep 2007,South Africa,30,25,Tonga
14 Mar 1908,Ireland,5,11,Wales
01 Nov 2003,Australia,17,16,Ireland
19 May 2001,Sweden,35,20,Israel
17 Mar 2012,England,30,9,Ireland
01 Nov 1978,Malaysia,0,62,Korea
06 Nov 2004,Uruguay,30,3,Portugal
03 Oct 1990,Italy,24,11,Netherlands
10 Oct 2003,Senegal,6,17,Mali
26 Apr 2003,Belgium,6,6,Denmark
02 Nov 1968,Scotland,9,3,Australia
28 Feb 2009,Scotland,26,6,Italy
29 Aug 1959,New Zealand,22,8,Lions
23 Jun 2009,Samoa,27,13,Tonga
01 Aug 1987,Kenya,16,22,Madagascar
14 Oct 1998,Bahamas,12,32,Trinidad & Tobago
19 Nov 1950,Denmark,0,14,Sweden
11 Jun 2008,Malaysia,30,5,Pakistan
23 Aug 1969,Papua New Guinea,3,84,Fiji
14 Nov 2009,Moldova,45,30,Czech Republic
08 Oct 1969,Chile,13,6,Uruguay
10 May 1973,Samoa,6,11,New Zealand Maori
26 Jun 2004,New Zealand,41,7,Argentina
21 May 1959,East Germany,0,22,Czechoslovakia
16 Aug 2003,Ireland,35,12,Wales
28 Sep 1991,Sweden,72,4,Finland
29 Jun 2002,Australia,31,25,France
13 Nov 2004,France,27,14,Australia
26 May 2002,England,53,29,Barbarians
23 Mar 2002,Scotland,10,22,France
17 Feb 2001,Scotland,28,28,Wales
27 Apr 1996,Portugal,38,3,Poland
29 Apr 2006,Spain,24,13,Netherlands
04 Nov 2006,Andorra,21,34,Latvia
17 Jun 2006,Fiji,29,18,Italy
06 Mar 2010,Cyprus,58,0,Azerbaijan
17 Aug 2002,South Africa,33,31,Australia
24 Jan 1925,Scotland,25,4,France
01 May 2010,Korea,13,71,Japan
20 Nov 2004,Scotland,17,31,Australia
10 May 1969,Belgium,0,30,Italy
30 Sep 1989,West Germany,9,55,Samoa
15 Apr 2000,Slovenia,26,3,Monaco
16 Nov 1997,Wales,46,12,Tonga
01 Jan 1927,France,3,8,Ireland
06 Jan 1894,England,24,3,Wales
22 Feb 2003,Italy,13,37,Ireland
11 Oct 1958,Argentina,44,0,Peru
06 Mar 1999,France,33,34,Wales
13 Nov 1999,Martinique,3,7,Guyana
05 Jun 2011,Mexico,7,26,Bermuda
23 Sep 2011,Australia,67,5,United States
20 Jan 1968,England,11,11,Wales
30 Jan 1993,Tunisia,8,20,Spain
13 Feb 1926,Ireland,19,15,England
20 May 1929,Spain,9,0,Italy
26 May 1968,Romania,17,3,Czechoslovakia
14 Jul 2009,Mali,11,0,Benin
04 Jun 1994,Argentina,16,15,Scotland
12 Jun 1971,South Africa,22,9,France
22 Sep 1979,Spain,62,0,Tunisia
24 Sep 2003,Peru,25,24,Venezuela
16 Jul 2011,Uganda,32,18,Kenya
02 Feb 1985,England,9,9,France
01 Jan 1947,France,8,3,Scotland
19 Jan 1924,Wales,9,17,England
01 Nov 2002,Wales,40,3,Romania
14 Jul 2002,Korea,17,55,Japan
23 Oct 1999,Sweden,34,8,Luxembourg
04 Apr 1998,Zimbabwe,43,9,Tunisia
26 Feb 2005,Scotland,18,10,Italy
02 Jul 2005,Samoa,50,28,Tonga
14 Dec 1986,Morocco,3,12,Spain
10 May 1998,Japan,27,38,United States
12 Feb 1910,England,0,0,Ireland
21 Aug 1954,Fiji,8,16,New Zealand Maori
14 Oct 1989,Brazil,20,49,Chile
09 Oct 1999,United States,25,27,Romania
03 Sep 1955,South Africa,6,9,Lions
18 Aug 1928,South Africa,11,6,New Zealand
26 Aug 1989,South Africa,20,19,World XV
01 Nov 1980,Wales,3,23,New Zealand
16 Jul 2010,Venezuela,5,22,Peru
29 May 1993,Romania,33,15,Spain
26 Aug 2006,Belgium,18,6,Spain
31 Oct 1998,Denmark,19,9,Sweden
03 Mar 2001,Italy,19,30,France
15 Dec 1984,Barbarians,30,37,Australia
27 Nov 1981,Switzerland,0,10,Serbia & Montenegro
24 Apr 2010,Bulgaria,18,15,Greece
26 Sep 1992,Sweden,98,0,Norway
01 Nov 2008,Denmark,19,25,Slovenia
12 May 2001,Austria,77,0,Luxembourg
01 Feb 1936,Scotland,3,13,Wales
23 Oct 1994,Czech Republic,12,5,Germany
07 Mar 1982,Spain,25,12,Netherlands
27 Sep 1970,Sweden,8,0,Denmark
13 Sep 1924,South Africa,3,3,Lions
24 Nov 1990,Italy,34,12,Soviet Union
28 Jan 1928,Ireland,12,8,France
11 Jun 2005,Singapore,47,27,Thailand
28 May 1994,Hungary,5,31,Croatia
22 May 1999,Croatia,35,0,Austria
22 Nov 2008,Ireland,17,3,Argentina
01 Dec 1966,Vanuatu,6,0,Wallis & Futuna
07 Feb 1970,Wales,18,9,Scotland
01 Oct 1992,Andorra,3,0,Denmark
01 Jul 1988,Poland,30,9,Tunisia
01 Feb 1997,Singapore,11,16,Thailand
21 Feb 1976,Scotland,22,12,England
01 Dec 1906,Wales,0,11,South Africa
04 Nov 1967,England,11,23,New Zealand
16 May 2004,Japan,19,19,Korea
24 Feb 1894,Ireland,5,0,Scotland
05 Mar 1977,France,23,3,Scotland
02 Oct 1960,Sweden,11,3,Denmark
02 Nov 2002,Croatia,33,12,Belgium
28 Jun 2008,Guam,74,0,Brunei
13 Oct 2007,France,9,14,England
01 Feb 1908,Wales,6,5,Scotland
16 Dec 1998,Chinese Taipei,5,69,Korea
22 Apr 1984,Italy,12,6,Romania
18 Nov 2000,England,22,19,Australia
10 Mar 1879,Scotland,3,3,England
12 Aug 1933,South Africa,12,3,Australia
25 Apr 2009,Greece,17,14,Luxembourg
26 May 2007,Fiji,30,15,Japan
19 Aug 1950,Australia,6,19,Lions
29 Aug 1970,South Africa,14,3,New Zealand
09 Aug 1997,New Zealand,55,35,South Africa
26 Jan 1952,Barbarians,3,17,South Africa
06 Oct 1985,Spain,13,12,Zimbabwe
17 Jun 1988,Fiji,12,25,England
02 Jun 2012,China,3,52,Iran
16 May 1994,Japan,20,12,Fiji
17 Jan 1914,England,10,9,Wales
18 May 1997,Japan,32,31,Canada
10 Jan 1959,France,9,0,Scotland
05 Mar 2000,Netherlands,15,44,Morocco
01 Jul 1982,Tonga,7,13,Samoa
03 Sep 1949,South Africa,9,3,New Zealand
21 Nov 1998,Scotland,10,35,South Africa
16 Apr 1999,Tonga,58,26,Korea
10 Mar 1934,Wales,13,0,Ireland
28 Oct 2000,Sweden,44,3,Norway
04 Nov 2006,Malta,18,40,Croatia
01 Jul 1935,Belgium,6,8,Netherlands
09 Feb 2008,Wales,30,15,Scotland
25 Jan 1896,Wales,6,0,Scotland
25 Oct 1970,Italy,3,14,Romania
28 Nov 1970,Canada,17,35,Fiji
06 Mar 1976,Wales,19,13,France
16 Jun 2001,Fiji,25,20,Tonga
21 Nov 1998,Ireland,53,35,Romania
24 Jun 2006,Australia,37,15,Ireland
13 Aug 2005,Barbados,81,0,St Lucia
07 Sep 2002,Botswana,32,19,Zambia
19 Mar 1959,Belgium,14,17,Spain
03 Apr 1937,Ireland,5,3,Wales
19 Mar 2011,Russia,9,15,Georgia
04 Jun 2011,Hungary,21,5,Norway
10 May 1981,Soviet Union,7,40,Spain
08 Aug 1981,Tonga,8,10,Fiji
14 Aug 1982,New Zealand,23,16,Australia
07 Mar 1992,Scotland,10,6,France
18 Sep 1936,Chile,0,29,Argentina
25 Jul 1908,New Zealand,29,0,Lions
14 Aug 1993,Australia,28,20,South Africa
03 Jul 2001,Canada,23,52,Fiji
08 Jun 2012,Romania,29,9,Uruguay
28 Jun 2003,India,10,61,Chinese Taipei
10 Jun 2012,Japan,20,24,Tonga
19 Mar 1977,Ireland,6,15,France
29 Jun 1974,Argentina,27,31,France
12 Oct 1996,Norway,7,43,Croatia
23 May 1987,Australia,19,6,England
13 Aug 2011,United States,7,27,Canada
28 May 1987,Argentina,25,16,Italy
01 Jul 1981,Netherlands,21,9,Tunisia
16 Mar 1996,Belgium,18,29,Portugal
02 May 2009,Brazil,36,21,Paraguay
04 May 1969,Italy,12,5,Spain
25 Aug 1962,South Africa,34,14,Lions
11 Dec 1976,Switzerland,6,18,Serbia & Montenegro
04 May 2002,Bosnia & Herzegovina,19,11,Israel
09 Sep 1931,New Zealand Maori,3,14,Australia
16 Jan 1988,France,10,9,England
10 Apr 2010,Armenia,20,19,Serbia & Montenegro
05 May 2007,Austria,7,3,Bulgaria
27 Mar 2004,France,24,21,England
04 Nov 2000,Poland,34,16,Czech Republic
22 May 2005,Hong Kong,3,56,Korea
05 Feb 1881,England,8,0,Ireland
30 Mar 2002,Malaysia,3,57,Chinese Taipei
18 Feb 1995,Wales,9,23,England
14 Feb 1931,England,5,6,Ireland
11 Sep 1982,New Zealand,33,18,Australia
18 Oct 2006,Venezuela,6,0,Peru
24 Jun 1922,Australia,22,25,New Zealand Maori
06 Mar 1876,England,4,0,Scotland
10 Dec 2005,Mauritius,108,3,Burkina Faso
22 Jun 2002,Australia,29,17,France
01 Jul 1979,Netherlands,17,21,Morocco
20 Nov 2004,Spain,63,9,Hungary
26 Oct 1992,Poland,17,10,Sweden
20 Nov 2004,Russia,15,27,Georgia
04 Apr 1987,Wales,11,15,Ireland
18 Jan 1908,England,18,28,Wales
30 Apr 2011,Malta,21,14,Croatia
27 Feb 1960,Ireland,5,6,Scotland
16 May 2010,Paraguay,14,47,Uruguay
28 Apr 1991,Netherlands,17,4,Germany
25 Apr 2009,Bulgaria,29,10,Finland
28 Apr 2012,Kenya,12,0,Uganda
28 Mar 1998,Poland,30,10,Belgium
27 Jul 1996,Australia,25,32,New Zealand
23 Aug 2008,South Africa,15,27,Australia
24 Apr 2010,Denmark,24,13,Austria
17 Jun 2012,Portugal,7,35,Uruguay
17 Sep 1988,Romania,7,17,United States
31 Aug 1996,South Africa,32,22,New Zealand
06 Jul 1929,Australia,9,8,New Zealand
19 May 1979,Fiji,13,19,New Zealand Maori
28 Apr 2001,Croatia,32,22,Czech Republic
29 Nov 1981,Belgium,9,0,Serbia & Montenegro
03 Mar 1910,France,3,11,England
29 Jul 1950,New Zealand,11,8,Lions
18 May 2008,Japan,75,29,Hong Kong
11 Feb 1967,France,20,14,Australia
12 Mar 1910,Ireland,3,19,Wales
16 Oct 1971,Brazil,3,45,Chile
01 Mar 1958,France,0,14,England
26 May 2012,Chile,6,59,Argentina
05 Sep 1953,Uruguay,0,3,Brazil
12 Jul 1980,Australia,26,10,New Zealand
09 Oct 1979,Argentina,109,3,Brazil
12 Mar 1932,Wales,10,12,Ireland
14 Aug 1976,Czechoslovakia,3,16,Poland
27 Jun 2009,Japan,21,19,Tonga
26 Oct 2002,Denmark,13,13,Switzerland
14 Oct 1999,Australia,55,19,United States
27 May 2008,Ireland,39,14,Barbarians
18 Feb 1961,France,0,0,South Africa
30 Apr 1983,Portugal,4,6,Poland
28 Nov 1993,Morocco,17,48,Spain
30 May 1998,Portugal,53,11,Andorra
18 Oct 1973,Chile,27,3,Paraguay
13 Nov 2004,Scotland,100,8,Japan
25 May 2007,New Zealand Maori,59,23,Canada
13 Mar 1954,Ireland,9,12,Wales
23 Mar 1995,Bulgaria,8,70,Georgia
12 Jun 2010,Argentina,16,24,Scotland
16 Apr 1994,Croatia,41,12,Austria
04 Mar 2000,Spain,36,32,Georgia
03 Jul 2004,Togo,0,0,Nigeria
06 May 1984,Morocco,9,23,Soviet Union
01 Jul 1990,Samoa,12,6,Tonga
28 Sep 1975,Paraguay,18,38,Uruguay
11 Oct 2003,Switzerland,12,12,Denmark
20 Nov 2010,Germany,17,22,Poland
18 Nov 1984,Italy,13,12,Soviet Union
10 Sep 1938,South Africa,16,21,Lions
24 Aug 2011,Costa Rica,12,50,Venezuela
01 Jun 2002,Hong Kong,34,7,China
02 Nov 2002,Argentina,6,17,Australia
10 Nov 1993,Wales,24,26,Canada
04 Nov 1989,England,58,23,Fiji
27 Oct 2004,India,15,50,China
25 May 2002,Slovenia,42,0,Moldova
23 Jun 2012,Bermuda,18,0,Guyana
27 Apr 1986,West Germany,6,0,Morocco
14 Oct 2006,Slovakia,0,6,Monaco
12 Oct 1969,West Germany,14,13,Netherlands
29 Mar 1981,West Germany,30,9,Tunisia
01 Feb 1997,Wales,25,26,Ireland
20 May 1979,Soviet Union,9,15,Spain
08 Aug 2005,Guyana,17,27,Barbados
01 Jul 1958,East Germany,32,8,Netherlands
06 Apr 2002,France,44,5,Ireland
26 Sep 1998,Tonga,15,32,Fiji
16 Dec 2009,Czech Republic,17,5,Hong Kong
17 Apr 1965,Scotland,8,5,South Africa
22 Jun 1985,Zimbabwe,6,25,Italy
24 May 1991,Portugal,12,34,Namibia
20 Nov 1971,France,11,13,Australia
05 May 2006,Arabian Gulf,5,20,Korea
14 May 1972,Spain,10,0,Italy
29 Oct 1977,Argentina,77,3,Paraguay
20 Sep 2011,Italy,53,17,Russia
10 Oct 1998,Bosnia & Herzegovina,5,74,Croatia
11 Jun 2005,Canada,3,60,Wales
01 Jul 1983,Tonga,15,6,Samoa
28 May 2011,Trinidad & Tobago,20,22,Guyana
03 Feb 1979,England,7,7,Scotland
02 Nov 1991,England,6,12,Australia
16 Feb 2003,Scotland,6,36,Ireland
31 Mar 2001,Serbia & Montenegro,25,10,Hungary
24 Nov 1991,Georgia,6,0,Ukraine
06 Jan 1973,England,0,9,New Zealand
11 Apr 1990,Japan,26,10,Korea
22 Jul 1967,Tonga,6,9,Fiji
02 Nov 1996,Chinese Taipei,53,15,Thailand
07 Dec 2002,Tonga,84,12,Papua New Guinea
05 Aug 1972,Tonga,9,10,Fiji
22 Jul 2011,New Zealand,60,14,Fiji
13 Aug 2005,Guyana,29,21,Trinidad & Tobago
30 Aug 1930,Australia,6,5,Lions
26 Aug 1950,Australia,3,24,Lions
16 Aug 1924,South Africa,7,3,Lions
23 Jun 2008,Brazil,61,7,Venezuela
08 Jul 1990,Australia,67,9,United States
15 May 1954,Czechoslovakia,44,11,East Germany
15 May 2004,Ukraine,22,0,Netherlands
25 Sep 1993,Norway,0,70,Denmark
12 Mar 2005,Martinique,25,47,Trinidad & Tobago
17 Jul 1993,Tonga,10,15,Fiji
30 May 1995,South Africa,21,8,Romania
26 Nov 2000,Wales,13,23,South Africa
21 Aug 1938,Argentina,33,3,Chile
11 Nov 2006,Georgia,17,3,Portugal
25 Sep 1966,Sweden,18,0,Denmark
28 Apr 2012,Croatia,31,16,Malta
11 Oct 2008,Monaco,5,50,Bosnia & Herzegovina
19 Jan 1963,Wales,6,13,England
20 Sep 1997,Tunisia,52,5,Kenya
09 Jun 2001,Fiji,27,36,Samoa
23 Sep 2006,Ukraine,11,25,Russia
20 Sep 1988,Soviet Union,18,28,Romania
27 Apr 1972,Czechoslovakia,3,21,Morocco
14 Jan 1905,Wales,25,0,England
11 Apr 1971,Romania,32,6,Italy
13 Apr 1935,Portugal,5,6,Spain
26 Sep 2007,Samoa,25,21,United States
30 Apr 1995,Australia,53,7,Argentina
04 Nov 2006,Wales,29,29,Australia
08 Apr 2001,Netherlands,13,36,Spain
09 Jun 2010,Indonesia,11,13,Pakistan
06 Mar 1976,England,12,13,Ireland
13 Jun 2009,Australia,31,8,Italy
05 Nov 1989,Netherlands,33,27,Poland
11 Apr 1992,Portugal,15,0,Morocco
21 Oct 2003,Italy,19,14,Canada
15 Feb 1997,France,27,22,Wales
06 Jun 2009,Canada,42,10,Georgia
29 Oct 2011,Serbia & Montenegro,52,0,Slovenia
05 May 2001,Poland,34,12,Denmark
10 Jun 1997,South Africa,74,10,Tonga
05 Feb 2005,Wales,11,9,England
16 Oct 2006,Brazil,95,0,Costa Rica
04 Jun 1994,Switzerland,21,22,Georgia
05 Nov 1988,England,28,19,Australia
21 Nov 1974,Sri Lanka,12,6,Malaysia
14 Aug 2004,Zambia,10,52,Namibia
07 Nov 1987,Wales,46,0,United States
04 Oct 1975,Sweden,3,0,Belgium
06 Jan 1996,United States,18,25,Ireland
17 Aug 1996,South Africa,19,23,New Zealand
04 Jun 1995,Latvia,20,16,Ukraine
18 Mar 1995,England,24,12,Scotland
27 Jun 2006,Cambodia,30,7,Indonesia
15 Sep 1998,Japan,44,29,Argentina
14 Jul 1956,New Zealand,10,6,South Africa
18 Nov 1995,Scotland,15,15,Samoa
23 Feb 1963,Scotland,3,0,Ireland
05 Jun 1993,Namibia,23,38,Wales
27 Mar 2004,Romania,25,18,Georgia
11 Nov 1973,France,7,6,Romania
11 Feb 1911,Ireland,3,0,England
23 Jul 1932,Australia,13,21,New Zealand
20 Apr 1996,France,64,12,Romania
17 Mar 1894,Scotland,6,0,England
18 Jul 1914,Australia,0,5,New Zealand
21 Dec 1980,Spain,13,18,Italy
23 Jun 2001,New Zealand,67,19,Argentina
07 Feb 1953,Scotland,0,12,Wales
05 Jul 2008,Mauritius,22,17,Tanzania
27 Jul 1996,Tonga,32,18,Fiji
23 Sep 2005,Paraguay,82,8,Colombia
18 Aug 2003,Argentina,49,30,Fiji
24 Feb 1923,Ireland,3,13,Scotland
13 Nov 2008,Chinese Taipei,22,23,Singapore
05 May 1985,Soviet Union,35,9,Tunisia
21 Feb 1981,England,23,17,Scotland
29 Jan 1949,Ireland,9,16,France
21 Apr 1990,Namibia,88,9,Portugal
14 May 2011,Norway,3,15,Israel
14 Nov 2009,Monaco,5,44,Cyprus
29 Aug 1987,Fiji,32,9,Tonga
05 Feb 1994,Ireland,15,17,Wales
20 Nov 2002,India,15,54,Sri Lanka
02 Dec 1967,Scotland,3,14,New Zealand
06 Jun 1959,Australia,6,17,Lions
30 Jun 2001,Australia,13,29,Lions
06 Nov 2004,Scotland,14,31,Australia
10 Jan 1976,Scotland,6,13,France
20 Jul 1907,Australia,6,26,New Zealand
25 Jun 1977,Argentina,3,26,France
19 Jan 1991,Wales,6,25,England
18 Nov 2000,Moldova,58,8,Malta
04 Feb 1888,Wales,1,0,Scotland
07 Dec 1996,France,12,13,South Africa
11 May 1991,Soviet Union,3,30,Spain
14 Feb 2004,France,35,17,Ireland
02 Apr 1972,Portugal,7,15,Italy
21 Nov 2009,England,6,19,New Zealand
19 Jun 1971,South Africa,8,8,France
22 Aug 1953,South Africa,25,3,Australia
05 Feb 2000,Italy,34,20,Scotland
26 Jun 2010,South Africa,55,11,Italy
14 Oct 1999,Wales,31,38,Samoa
30 Sep 1989,Italy,33,9,Zimbabwe
22 May 1999,Japan,37,34,Samoa
27 Jan 2007,Portugal,16,15,Morocco
19 Mar 2000,Portugal,9,3,Morocco
20 Jan 1996,Ireland,10,16,Scotland
05 Aug 1899,Australia,10,11,Lions
22 Jul 2009,Madagascar,36,15,Zambia
21 Apr 2012,Uganda,19,5,Kenya
01 Jul 1957,Samoa,9,26,Tonga
18 Feb 2001,Georgia,36,12,Portugal
19 Jul 1997,South Africa,32,35,New Zealand
17 Jun 1993,Morocco,6,6,Spain
05 Feb 2000,England,50,18,Ireland
26 Feb 1938,Scotland,23,14,Ireland
07 Apr 2007,Denmark,3,11,Armenia
19 Jan 1935,England,3,3,Wales
27 May 2006,Namibia,84,12,Kenya
03 Jul 1993,South Africa,17,18,France
15 Nov 2003,Bulgaria,23,3,Bosnia & Herzegovina
