player,team,from,to,played,start,sub,pts,tries,conv,pens,drop,gfm,won,lost,draw
N Klappenbach,Urug,2005,2012,17,6,11,0,0,0,0,0,0,6,11
O Kobzev,Russ,2005,2010,17,12,5,10,2,0,0,0,0,9,8
M Kravchenko,Ukr,2005,2012,17,16,1,0,0,0,0,0,0,1,16
C Labit,Fra,1999,2003,17,9,8,0,0,0,0,0,0,7,10
BP Larsen,NZ,1992,1996,17,13,4,4,1,0,0,0,0,12,4
PL Leavasa,Samoa,1993,2002,17,15,2,0,0,0,0,0,0,11,5
J Levula,Fiji,1951,1961,17,17,0,32,8,1,2,0,0,8,8
RWG Lewaravu,Fiji,2007,2011,17,11,6,0,0,0,0,0,0,5,12
D Lewis,HK,1994,1998,17,17,0,5,1,0,0,0,0,9,8
V Ma'ake,Tonga,1973,1980,17,17,0,47,0,10,9,0,0,6,11
IR MacRae,NZ,1966,1970,17,17,0,9,3,0,0,0,0,14,3
MT Mangan,USA,2005,2007,17,14,3,0,0,0,0,0,0,4,13
RJP Marks,Aust,1962,1967,17,17,0,6,2,0,0,0,0,8,9
CI Mendy,Arg,1987,1991,17,16,1,28,7,0,0,0,0,10,6
LJ Messam,NZ,2008,2012,17,13,4,10,2,0,0,0,0,14,2
L Modonesi,Italy,1966,1975,17,17,0,6,2,0,0,0,0,10,5
LE Monaghan,Aust,1973,1979,17,17,0,11,2,0,0,1,0,6,10
S Monastyrov,Ukr,2005,2012,17,14,3,10,2,0,0,0,0,1,16
JC Morley,GB/Wales,1929,1932,17,17,0,18,6,0,0,0,0,9,6
P Moureu,Fra,1920,1925,17,17,0,6,2,0,0,0,0,5,11
L Nakarawa,Fiji,2009,2012,17,13,4,10,2,0,0,0,0,7,10
P Nawalu,Fiji,1983,1987,17,16,1,7,1,0,1,0,0,6,11
MM Ngauamo,Tonga,2002,2008,17,15,2,5,1,0,0,0,0,6,11
DG Niculae,Rom,1995,2000,17,14,3,0,0,0,0,0,0,6,11
T Nishiura,Japan,2004,2008,17,16,1,5,1,0,0,0,0,7,9
LM Nitoglia,Italy,2004,2006,17,17,0,0,0,0,0,0,0,4,12
JH O'Conor,Ire,1888,1896,17,17,0,0,0,0,0,0,0,6,8
F Oliveira,Port,2010,2012,17,17,0,15,3,0,0,0,0,7,10
FJ Oliver,NZ,1976,1981,17,17,0,4,1,0,0,0,0,11,6
J Olivier,SA,1992,1996,17,16,1,15,3,0,0,0,0,11,5
BL Osler,SA,1924,1933,17,17,0,46,2,6,4,4,0,12,4
P Palmer,Can,1983,1992,17,17,0,32,8,0,0,0,0,8,9
RW Poulton-Palmer,Eng,1909,1914,17,17,0,28,8,0,0,1,0,14,3
M Puget,Fra,1961,1970,17,17,0,3,0,0,0,1,0,6,9
M Rafter,Eng,1977,1981,17,16,1,0,0,0,0,0,0,6,9
E Rakai,Fiji,1983,1987,17,17,0,0,0,0,0,0,0,7,10
T Ratianidze,Georg,2000,2003,17,5,12,0,0,0,0,0,0,10,6
CJ Reis,Port,1984,1989,17,17,0,0,0,0,0,0,0,8,8
RJ Robins,Lions/Wales,1953,1957,17,17,0,3,1,0,0,0,0,12,5
C Roche,Aust,1982,1984,17,17,0,12,3,0,0,0,0,8,8
E Rokowailoa,Fiji,1982,1993,17,16,1,66,3,11,9,1,0,9,8
E Ruivadra,Fiji,2002,2006,17,10,7,5,1,0,0,0,0,8,9
M Ryan,Ire,1897,1904,17,17,0,3,1,0,0,0,0,7,9
FD Saena,Samoa,1988,1993,17,17,0,14,2,0,2,0,0,14,2
O Saisset,Fra,1971,1975,17,17,0,8,2,0,0,0,0,9,7
KF Savage,Eng/Lions,1966,1968,17,17,0,3,1,0,0,0,0,3,11
UL Schmidt,SA,1986,1994,17,17,0,9,2,0,0,0,0,10,6
M Schusterman,Arg,2003,2007,17,7,10,5,1,0,0,0,0,13,4
RWH Scott,NZ,1946,1954,17,17,0,74,0,16,12,2,0,10,6
JR Segurado,Port,2005,2012,17,11,6,0,0,0,0,0,0,4,12
GT Shepherdson,Aust,2006,2007,17,15,2,5,1,0,0,0,0,11,6
MK Sika,USA,1993,1997,17,15,2,5,1,0,0,0,0,6,11
ED Simson,Scot,1902,1907,17,17,0,16,4,0,0,1,0,10,7
PJ Slattery,Aust,1990,1995,17,10,7,8,2,0,0,0,0,16,1
CE Smart,Eng,1979,1983,17,17,0,0,0,0,0,0,0,7,7
G Smith,Japan,1998,1999,17,17,0,15,3,0,0,0,0,9,8
WR Smith,NZ,1980,1985,17,17,0,6,0,0,0,2,0,11,4
D Spicer,Can,2004,2009,17,13,4,10,2,0,0,0,0,6,10
JC Stewart,Can/SA,1991,1998,17,16,1,10,2,0,0,0,0,8,9
SC Strahan,NZ,1967,1973,17,17,0,0,0,0,0,0,0,14,3
JS Swan,Scot,1953,1958,17,17,0,3,1,0,0,0,0,6,11
T Taufahema,Tonga,1998,2001,17,16,1,41,5,5,2,0,0,5,11
CM Telfer,Scot,1968,1976,17,17,0,18,3,0,0,2,0,9,8
M Terreau,Fra,1945,1951,17,17,0,15,5,0,0,0,0,11,6
PH Thompson,Eng,1956,1959,17,17,0,15,5,0,0,0,0,10,3
AB Timms,GB/Scot,1896,1905,17,17,0,19,4,0,1,1,0,11,5
J Tuikabe,Fiji,1999,2001,17,11,6,15,3,0,0,0,0,10,7
F Tuilagi,Samoa,1992,2002,17,15,2,10,2,0,0,0,0,8,9
I Tuisese,Fiji,1969,1977,17,17,0,17,5,0,0,0,0,8,8
JL van Heerden,SA,1974,1980,17,17,0,4,1,0,0,0,0,13,3
JH van Tonder,Namib,2004,2009,17,12,5,15,3,0,0,0,0,8,8
GH van Zyl,SA,1958,1962,17,17,0,12,4,0,0,0,0,12,1
B Venter,SA,1994,1999,17,15,2,10,2,0,0,0,0,11,5
S Viars,Fra,1992,1997,17,11,6,127,9,17,17,0,0,10,7
VVJ Vito,NZ,2010,2012,17,7,10,10,2,0,0,0,0,14,2
MD Vunibaka,Fiji,1999,2003,17,15,2,40,8,0,0,0,0,11,6
NK Walker,Wales,1993,1998,17,16,1,60,12,0,0,0,0,10,7
AC Wallace,Aust/Scot,1921,1928,17,17,0,48,16,0,0,0,0,11,6
M Walther,Arg,1967,1974,17,17,0,31,9,0,0,0,0,13,3
J Waqabitu,Fiji,1995,2001,17,15,2,28,4,1,2,0,0,8,9
JA Waters,GB/Scot,1933,1938,17,17,0,0,0,0,0,0,0,7,10
JP Wilkerson,USA,1991,1998,17,13,4,5,1,0,0,0,0,6,11
H Williams-Jones,Wales,1989,1995,17,12,5,0,0,0,0,0,0,7,10
A Yokoi,Japan,1967,1974,17,17,0,8,1,1,1,0,0,5,11
C Adams,Ire,1908,1914,16,16,0,3,1,0,0,0,0,10,6
LFP Aherne,Ire,1988,1992,16,15,1,4,1,0,0,0,0,4,12
J Alonso-Lasheras Rivero,Spain,1999,2003,16,15,1,28,1,1,7,0,0,4,12
JE Arigho,Ire,1928,1931,16,16,0,18,6,0,0,0,0,8,7
PD Arnold,Wales,1990,1996,16,14,2,8,2,0,0,0,0,7,8
G Aruga,Japan,2006,2011,16,10,6,67,9,11,0,0,0,10,5
A Azzali,Italy,1981,1985,16,15,1,20,5,0,0,0,0,9,6
MA Banahan,Eng,2009,2011,16,9,7,20,4,0,0,0,0,9,7
BA Beattie,Zimb,1991,1998,16,15,1,0,0,0,0,0,0,5,11
JW Beattie,Scot,2006,2011,16,16,0,15,3,0,0,0,0,8,7
AM Bishop,Wales,2008,2012,16,7,9,0,0,0,0,0,0,8,7
E Bolawaqatabu,Fiji,1963,1973,16,16,0,30,10,0,0,0,0,10,5
JG Boots,Wales,1898,1904,16,16,0,3,1,0,0,0,0,11,4
D Bortolussi,Italy,2006,2008,16,15,1,147,1,32,25,1,0,8,8
MT Bosch,Arg,2007,2012,16,14,2,16,0,2,4,0,0,4,11
TM Bowman,Aust,1998,1999,16,16,0,10,2,0,0,0,0,13,3
GH Brand,SA,1928,1938,16,16,0,55,0,13,7,2,0,13,3
RH Brown,NZ,1955,1962,16,16,0,12,3,0,0,1,0,13,3
JCR Buchanan,Scot,1921,1925,16,16,0,3,1,0,0,0,0,9,6
ET Butler,Wales,1980,1984,16,15,1,8,2,0,0,0,0,6,9
A Camel,Fra,1928,1935,16,16,0,6,2,0,0,0,0,7,9
RW Caulton,NZ,1959,1964,16,16,0,24,8,0,0,0,0,11,4
S Constantin,Rom,1980,1987,16,15,1,0,0,0,0,0,0,10,6
AH Copsey,Wales,1992,1994,16,13,3,0,0,0,0,0,0,8,8
LJ Corbett,Eng,1921,1927,16,16,0,15,3,0,1,0,1,11,4
AR Corbisiero,Eng,2011,2012,16,11,5,0,0,0,0,0,0,11,5
PA Cox,Aust,1979,1984,16,15,1,0,0,0,0,0,0,7,9
P Cranmer,Eng,1934,1938,16,16,0,14,1,0,1,2,0,10,4
DH Craven,SA,1931,1938,16,16,0,6,2,0,0,0,0,12,4
VJG Cunningham,Ire,1988,1994,16,14,2,14,3,1,0,0,0,7,9
AM Davis,Eng,1963,1970,16,16,0,0,0,0,0,0,0,5,9
PE Derbyshire,Italy,2009,2011,16,5,11,0,0,0,0,0,0,5,11
C Deylaud,Fra,1992,1995,16,15,1,51,1,11,5,3,0,11,5
J Deysel,Namib,1990,1992,16,16,0,20,5,0,0,0,0,14,2
MJ Dunne,Ire,1928,1934,16,16,0,0,0,0,0,0,0,7,9
C Dupont,Fra,1923,1928,16,16,0,0,0,0,0,0,0,7,9
MAF English,Ire,1958,1963,16,16,0,9,0,0,0,3,0,3,11
J Etcheberry,Fra,1923,1927,16,16,0,3,1,0,0,0,0,3,13
NJ Evans,NZ,2004,2007,16,7,9,103,5,30,6,0,0,15,1
RT Evans,Lions/Wales,1947,1951,16,16,0,3,1,0,0,0,0,9,5
R Farley,USA,1989,1992,16,15,1,4,1,0,0,0,0,5,11
J Faull,Lions/Wales,1957,1960,16,16,0,8,1,1,1,0,0,9,6
L Fernandez-Aramburu,Spain,2002,2010,16,12,4,0,0,0,0,0,0,4,12
JG Figallo,Arg,2010,2012,16,13,3,5,1,0,0,0,0,6,9
G Fornari,Italy,1952,1956,16,16,0,3,1,0,0,0,0,10,6
J Fulton,Ire,1895,1904,16,16,0,0,0,0,0,0,0,6,10
F Gainer,Can,2004,2006,16,9,7,0,0,0,0,0,0,4,12
C Gheara,Rom,2004,2012,16,7,9,5,1,0,0,0,0,12,4
A Giuria,Urug,2004,2010,16,14,2,5,1,0,0,0,0,7,9
CA Gonnet,Fra,1921,1927,16,16,0,5,0,1,1,0,0,4,11
SC Gregory,Aust,1968,1973,16,16,0,0,0,0,0,0,0,3,12
ET Gurdon,Eng,1878,1886,16,16,0,0,1,0,0,0,0,12,1
RC Hemi,NZ,1953,1959,16,16,0,3,1,0,0,0,0,12,4
DW Hillhouse,Aust,1975,1983,16,16,0,0,0,0,0,0,0,8,7
WP Hinton,Ire,1907,1912,16,16,0,4,0,2,0,0,0,6,9
SA Hoiles,Aust,2004,2008,16,3,13,15,3,0,0,0,0,12,3
WA Holmes,Eng,1950,1953,16,16,0,0,0,0,0,0,0,8,7
M Ito,Japan,2000,2006,16,9,7,10,2,0,0,0,0,8,7
M Iupeli,Samoa,1988,1995,16,13,3,0,0,0,0,0,0,7,8
EJ Jackett,A-W/Eng,1905,1909,16,16,0,4,0,2,0,0,0,4,10
RA Jarden,NZ,1951,1956,16,16,0,42,7,6,3,0,0,11,5
PW Johnson,USA,1987,1992,16,14,2,4,1,0,0,0,0,3,13
WR Johnston,Eng,1910,1914,16,16,0,0,0,0,0,0,0,13,2
W Joseph,Wales,1902,1906,16,16,0,0,0,0,0,0,0,12,3
CA Kershaw,Eng,1920,1923,16,16,0,6,2,0,0,0,0,13,2
AL Kewney,Eng,1906,1913,16,16,0,6,2,0,0,0,0,7,9
HVW Koll,Namib,2009,2012,16,14,2,15,3,0,0,0,0,6,10
J Kotze,Namib,1995,2004,16,14,2,67,7,4,8,0,0,12,4
T Krejci,Czech,2003,2008,16,14,2,27,1,2,4,2,0,2,14
RA Lamont,Ire/Lions,1965,1970,16,16,0,6,2,0,0,0,0,5,8
S Landman,Zimb,1993,1998,16,16,0,35,7,0,0,0,0,6,10
G Lane,Fra,1906,1913,16,16,0,3,1,0,0,0,0,1,15
P Lanza,Arg,1983,1987,16,14,2,24,6,0,0,0,0,9,6
G Laporte,Fra,1981,1987,16,14,2,143,3,19,23,8,0,11,5
RA le Fort,Arg,1990,1995,16,14,2,5,1,0,0,0,0,8,8
FJ Leonelli Morey,Arg,2001,2009,16,13,3,40,8,0,0,0,0,13,3
RD l'Estrange,Aust,1971,1976,16,16,0,8,2,0,0,0,0,4,11
G Lewis,Wales,1998,2001,16,11,5,0,0,0,0,0,0,13,3
H Lind,Scot,1928,1936,16,16,0,7,1,0,0,1,0,6,10
LC Little,Fiji,1995,1999,16,14,2,5,1,0,0,0,0,8,8
C Loamanu,Japan,2005,2008,16,12,4,25,5,0,0,0,0,4,11
GV Lovobalavu,Fiji,2007,2011,16,12,4,5,1,0,0,0,0,3,12
M Luke,Can,1974,1982,16,16,0,0,0,0,0,0,0,4,11
HN Luscombe,Wales,2003,2007,16,14,2,10,2,0,0,0,0,8,7
WS Luveniyali,Fiji,2007,2011,16,13,3,21,0,6,3,0,0,7,9
TA McClelland,Ire,1921,1924,16,16,0,6,2,0,0,0,0,5,11
WF McCormick,NZ,1965,1971,16,16,0,121,0,23,24,1,0,13,3
JJ McCoy,Ire,1984,1989,16,16,0,0,0,0,0,0,0,7,8
RJM McGrath,Ire,1977,1984,16,15,1,4,1,0,0,0,0,6,10
GR McIlwham,Scot,1998,2003,16,2,14,0,0,0,0,0,0,5,10
PW MacKenzie,Can,2008,2012,16,13,3,20,4,0,0,0,0,10,5
HS MacKintosh,Scot,1929,1932,16,16,0,9,3,0,0,0,0,6,9
PW McLean,Aust,1978,1982,16,15,1,0,0,0,0,0,0,7,9
U Mai,Samoa,2008,2011,16,8,8,22,4,1,0,0,0,8,8
S Maissuradze,Georg,2008,2011,16,9,7,0,0,0,0,0,0,9,7
AS Malan,SA,1960,1965,16,16,0,0,0,0,0,0,0,8,5
NPS Mannion,Ire,1988,1993,16,15,1,12,3,0,0,0,0,6,10
A Marcato,Italy,2006,2009,16,12,4,81,0,9,18,3,0,4,12
A Marinache,Rom,1949,1962,16,16,0,0,0,0,0,0,0,12,3
JM Meyer,Namib,2003,2007,16,9,7,5,1,0,0,0,0,6,10
G Mieres,Urug,2010,2012,16,13,3,25,5,0,0,0,0,8,7
UCC Monye,Eng/Lions,2008,2012,16,16,0,15,3,0,0,0,0,8,7
KS Morath,Tonga,2009,2012,16,15,1,226,1,34,51,0,0,8,8
J Moreno Rodriguez,Spain,2008,2012,16,10,6,0,0,0,0,0,0,8,8
JD Mota,Port,1998,2006,16,11,5,10,2,0,0,0,0,6,10
MJM Mullins,Ire,1999,2003,16,10,6,15,3,0,0,0,0,12,3
T Nakamichi,Japan,1996,2000,16,13,3,0,0,0,0,0,0,7,9
N Naufahu,Tonga,2001,2003,16,12,4,10,2,0,0,0,0,6,10
V Nedelcu,Rom,1996,2002,16,10,6,0,0,0,0,0,0,7,9
PJ Nel,SA,1928,1937,16,16,0,3,1,0,0,0,0,13,3
AGB Old,Eng,1972,1978,16,16,0,98,1,8,23,3,0,4,11
E Olivier,SA,1967,1969,16,16,0,15,5,0,0,0,0,11,3
CE Orr,Scot,1887,1892,16,16,0,1,3,0,0,0,0,12,3
WM Osborne,NZ,1975,1982,16,13,3,0,0,0,0,0,0,13,3
BW Papworth,Aust,1985,1987,16,15,1,20,5,0,0,0,0,11,4
CT Payne,Ire,1926,1930,16,16,0,0,0,0,0,0,0,10,5
J Pereira,Port,1965,1984,16,15,1,0,0,0,0,0,0,5,8
RT Rawaqa Maravunawasawasa,Fiji,2007,2011,16,12,4,103,4,19,15,0,0,7,8
VG Roberts,Eng,1947,1956,16,16,0,6,2,0,0,0,0,7,9
JD Robins,Lions/Wales,1950,1953,16,16,0,10,0,2,2,0,0,9,5
BJ Robinson,Aust,1996,1998,16,10,6,5,1,0,0,0,0,10,5
J Rocheta,Port,1990,1993,16,16,0,0,0,0,0,0,0,9,7
F Roselli,Italy,1995,1999,16,15,1,25,5,0,0,0,0,5,11
N Rossi,Italy,1973,1980,16,15,1,12,3,0,0,0,0,10,6
Y Sakata,Japan,1967,1973,16,16,0,40,13,0,0,0,0,5,11
PH Sanderson,Eng,1998,2007,16,12,4,5,1,0,0,0,0,6,10
RMSN Saukawa,Fiji/PI,2006,2010,16,15,1,0,0,0,0,0,0,10,5
RAW Sharp,Eng/Lions,1960,1967,16,16,0,29,2,4,1,4,0,7,5
OS Slusariuc,Rom,1993,1999,16,7,9,5,1,0,0,0,0,6,10
S Smith,Namib,1990,1996,16,15,1,29,6,0,0,0,0,9,6
T Smyth,GB/Ire,1908,1912,16,16,0,6,2,0,0,0,0,5,10
A Socias Olmos,Spain,1994,2002,16,12,4,0,0,0,0,0,0,5,11
E Stanbury,Eng,1926,1929,16,16,0,13,0,5,1,0,0,9,6
C Stanescu,Rom,1957,1966,16,16,0,0,0,0,0,0,0,12,2
ET Stapleton,Aust,1951,1958,16,16,0,25,6,2,1,0,0,5,11
R Suster,Czech,2003,2008,16,14,2,10,2,0,0,0,0,2,14
ISDV Swart,SA,1993,1996,16,15,1,0,0,0,0,0,0,11,4
M Takura,Japan,1989,1995,16,16,0,5,1,0,0,0,0,8,8
N Tauafao,Samoa,2005,2009,16,6,10,5,1,0,0,0,0,10,6
A Taveggia,Italy,1954,1967,16,16,0,11,1,1,2,0,0,8,8
T Tebaldi,Italy,2009,2012,16,11,5,3,0,0,0,1,0,4,12
RV Toews,Can,1993,1997,16,15,1,0,0,0,0,0,0,9,7
M Tome,Port,2002,2005,16,16,0,39,1,2,7,3,0,11,5
SL Tonga'uiha,PI/Tonga,2004,2012,16,14,2,0,0,0,0,0,0,5,11
A Tsapenko,Ukr,2006,2012,16,16,0,5,1,0,0,0,0,1,15
K Tu'ipulotu,Tonga,1994,2001,16,13,3,5,1,0,0,0,0,5,10
A Tuitavua,Fiji,1938,1954,16,16,0,0,0,0,0,0,0,8,7
CM Usher,Scot,1912,1922,16,16,0,6,2,0,0,0,0,8,6
C van Tonder,Namib,2002,2007,16,10,6,15,3,0,0,0,0,9,7
V Vatuwaliwali,Fiji,1980,1983,16,16,0,0,0,0,0,0,0,7,8
T Vonolagi,Fiji,1988,1993,16,16,0,42,7,0,2,2,0,7,9
R Voves,Czech,2003,2008,16,13,3,0,0,0,0,0,0,3,13
ASB Walker,Aust,1912,1924,16,16,0,9,3,0,0,0,0,7,9
TG Weatherstone,Scot,1952,1959,16,16,0,9,3,0,0,0,0,2,12
WH Weston,Eng,1933,1938,16,16,0,0,0,0,0,0,0,10,4
S White,Can,2009,2012,16,10,6,10,2,0,0,0,0,9,6
CM Whittaker,Can,1993,1999,16,9,7,5,1,0,0,0,0,9,7
A Yoshida,Japan,1995,2000,16,13,3,5,1,0,0,0,0,3,13
H Yoshida,Japan,2001,2006,16,11,5,5,1,0,0,0,0,7,9
A Altuna Izaguirre,Spain,1989,1998,15,15,0,19,4,0,0,0,0,8,7
JR Alvarez Prieto,Spain,2006,2009,15,12,3,32,6,1,0,0,0,7,8
K Aruga,Japan,1974,1978,15,15,0,24,6,0,0,0,0,2,13
SP Asi,Samoa,1999,2001,15,15,0,0,0,0,0,0,0,8,7
F Asselin,Can,1999,2002,15,14,1,15,3,0,0,0,0,7,8
D Aucagne,Fra,1997,1999,15,5,10,38,1,9,5,0,0,9,6
F Baraldi,Italy,1973,1977,15,14,1,0,0,0,0,0,0,6,8
M Barbini,Italy,2002,2007,15,10,5,5,1,0,0,0,0,3,12
M Barbosa,Port,1996,2001,15,14,1,0,0,0,0,0,0,6,9
M Barrau,Fra,1971,1974,15,15,0,4,1,0,0,0,0,8,5
JL Basei,Italy,1979,1981,15,14,1,4,1,0,0,0,0,5,9
GB Batty,NZ,1972,1977,15,15,0,16,4,0,0,0,0,9,5
ND Beal,Eng,1996,1999,15,9,6,15,3,0,0,0,0,9,6
HPJ Bekker,SA,1952,1956,15,15,0,3,1,0,0,0,0,10,5
L Benezech,Fra,1994,1995,15,15,0,0,0,0,0,0,0,11,4
MJS Bertranou,Arg,1989,1993,15,14,1,8,2,0,0,0,0,6,9
BH Black,Eng/GB,1930,1933,15,15,0,34,2,8,4,0,0,4,9
MS Bolatagane Volau,Fiji,2009,2012,15,8,7,0,0,0,0,0,0,9,6
IJ Boss,Ire,2006,2011,15,5,10,15,3,0,0,0,0,8,7
JD Boswell,Scot,1889,1894,15,15,0,26,5,4,0,2,0,11,3
CA Bottarini,Arg/SthAm,1973,1983,15,15,0,4,1,0,0,0,0,10,5
FA Bowdler,Wales,1927,1933,15,15,0,0,0,0,0,0,0,5,9
R Brejassou,Fra,1952,1955,15,15,0,3,1,0,0,0,0,8,7
WE Bromet,Eng/GB,1891,1896,15,15,0,2,1,0,0,0,0,11,4
AJ Campbell,Scot,1984,1988,15,15,0,0,0,0,0,0,0,7,8
AT Campos,Arg,2007,2011,15,4,11,5,1,0,0,0,0,7,8
PV Carozza,Aust,1990,1993,15,15,0,41,9,0,0,0,0,11,4
R Castel,Fra,1996,1999,15,7,8,10,2,0,0,0,0,7,8
A Cazzini,Italy,1933,1942,15,15,0,12,4,0,0,0,0,9,4
JL Cilley,Arg,1994,2002,15,11,4,138,2,31,22,0,0,6,9
D Coetzee,SA,2002,2006,15,10,5,5,1,0,0,0,0,9,6
O Collodo,Italy,1977,1987,15,15,0,47,2,3,6,5,0,4,9
A Courreges,Arg/SthAm,1979,1988,15,15,0,16,4,0,0,0,0,10,4
RTH Cribb,NZ,2000,2001,15,15,0,20,4,0,0,0,0,10,5
RY Crichton,Ire,1920,1925,15,15,0,0,0,0,0,0,0,3,11
CP Crittle,Aust,1962,1967,15,15,0,0,0,0,0,0,0,6,9
OC Crossman,Aust,1923,1930,15,14,1,29,7,1,2,0,0,7,8
DJ Cussen,Ire,1921,1927,15,15,0,15,5,0,0,0,0,6,9
M Dacey,Wales,1983,1987,15,14,1,36,0,3,7,3,0,8,6
K Davies,Germ,2006,2010,15,12,3,27,0,0,9,0,0,4,11
VM Delai,USA,1996,2001,15,14,1,15,3,0,0,0,0,5,10
GJ del Castillo,Arg,1991,1995,15,14,1,24,0,3,5,1,0,8,7
MJ Dick,NZ,1963,1970,15,15,0,12,4,0,0,0,0,11,3
I Doja,Rom,1986,1992,15,15,0,0,0,0,0,0,0,5,10
TJS Donnelly,NZ,2009,2010,15,14,1,0,0,0,0,0,0,14,1
AF Dorward,Scot,1950,1957,15,15,0,3,0,0,0,1,0,3,12
B Duprat,Fra,1966,1972,15,15,0,31,9,0,0,0,0,9,5
D Dyatlov,Russ,1996,2004,15,13,2,10,2,0,0,0,0,8,7
JJ Eaton,NZ,2005,2009,15,5,10,5,1,0,0,0,0,13,2
SF Esterhuizen,Namib,2008,2012,15,5,10,5,1,0,0,0,0,9,5
LNA Fatafehi,Tonga,2009,2012,15,10,5,20,4,0,0,0,0,5,10
RJ Flutey,Eng/Lions,2008,2011,15,15,0,20,4,0,0,0,0,7,7
CR Flynn,NZ,2003,2011,15,2,13,15,3,0,0,0,0,15,0
GM Frew,Scot,1906,1911,15,15,0,3,1,0,0,0,0,9,6
Q Fyffe,Can,2003,2005,15,15,0,25,5,0,0,0,0,6,9
D Gama,Port,2006,2009,15,6,9,5,1,0,0,0,0,5,8
HT Gamlin,Eng,1899,1904,15,15,0,3,0,0,1,0,0,4,9
J Gardener,Port,2010,2012,15,14,1,114,3,15,23,0,0,6,9
A Gealapu,Rom,1994,1996,15,15,0,0,0,0,0,0,0,3,12
P Goncalves,Port,2000,2003,15,13,2,10,2,0,0,0,0,7,8
SH Gonzalez Bonorino,Arg,2001,2008,15,9,6,0,0,0,0,0,0,12,3
J Graham,Scot,1926,1932,15,15,0,3,1,0,0,0,0,6,8
GM Griffiths,Lions/Wales,1953,1957,15,15,0,15,5,0,0,0,0,10,5
A Gritti,Italy,1996,2001,15,15,0,0,0,0,0,0,0,3,12
G Guirado,Fra,2008,2011,15,1,14,0,0,0,0,0,0,9,6
N Hadley,Can,1987,1994,15,15,0,0,0,0,0,0,0,8,7
DM Hall,Aust,1980,1983,15,15,0,4,1,0,0,0,0,10,5
CFGT Hallaran,Ire,1921,1926,15,15,0,0,0,0,0,0,0,6,9
ME Harrison,Eng,1985,1988,15,15,0,32,8,0,0,0,0,4,11
RG Hauser,Aust,1975,1979,15,13,2,4,1,0,0,0,0,9,6
ARA Healy,Can,1996,1999,15,14,1,0,0,0,0,0,0,12,3
AF Hill,Wales,1885,1894,15,15,0,0,0,0,0,0,0,6,7
A Hiwasa,Japan,2011,2012,15,8,7,0,0,0,0,0,0,6,8
GTR Hodgson,Wales,1962,1967,15,15,0,12,0,0,4,0,0,5,7
P Ianusevici,Rom,1974,1978,15,14,1,0,0,0,0,0,0,11,2
R Jantjies,Namib,1994,2000,15,13,2,0,0,0,0,0,0,11,4
VGJ Jenkins,GB/Wales,1933,1939,15,15,0,45,1,10,6,1,0,8,5
MA Jones,Wales,1987,1998,15,14,1,8,2,0,0,0,0,4,11
RH Jones,Wales,1901,1910,15,15,0,9,3,0,0,0,0,12,2
M Kafka,Czech,2003,2006,15,15,0,142,4,19,26,2,0,5,10
S Kidd,HK,1994,1998,15,14,1,5,1,0,0,0,0,8,7
LJ Koen,SA,2000,2003,15,13,2,145,0,23,31,2,0,8,7
SCJ Koloi,Tonga,1998,2001,15,15,0,30,6,0,0,0,0,6,9
M Landajo,Arg,2008,2012,15,9,6,5,1,0,0,0,0,9,5
F Lasserre,Fra,1914,1924,15,15,0,10,2,0,0,1,0,4,9
M Lasserre,Fra,1967,1971,15,15,0,0,0,0,0,0,0,5,9
ET Lauaiufi,Japan/Samoa,1987,1991,15,14,1,4,1,0,0,0,0,5,9
H Lavaka,Tonga,1996,2003,15,13,2,10,2,0,0,0,0,2,13
AJM Lawson,Scot,1972,1980,15,13,2,12,3,0,0,0,0,5,8
AJ Leger,Tonga,2001,2003,15,14,1,0,0,0,0,0,0,3,12
TS Leupolu,Samoa,2001,2007,15,10,5,5,1,0,0,0,0,8,7
WN Leversee,USA,1988,1996,15,14,1,12,3,0,0,0,0,6,9
U Levorato,Italy,1956,1965,15,15,0,3,1,0,0,0,0,5,10
SL Longstaff,Scot,1998,2000,15,10,5,10,2,0,0,0,0,5,10
LFP Louw,SA,2010,2012,15,10,5,15,3,0,0,0,0,7,7
MJ Low,Scot,2009,2011,15,9,6,0,0,0,0,0,0,7,8
MF Lubin-Lebrere,Fra,1914,1925,15,15,0,6,2,0,0,0,0,3,10
R Luise III,Italy,1959,1972,15,14,1,3,1,0,0,0,0,5,9
MC McEwan,Scot,1886,1892,15,15,0,7,2,2,0,1,0,10,3
F McFadden,Ire,2011,2012,15,8,7,20,4,0,0,0,0,4,9
CW McFadyean,Eng/Lions,1966,1968,15,15,0,18,5,0,0,1,0,2,10
PP McNaughton,Ire,1978,1981,15,15,0,0,0,0,0,0,0,6,7
T Makutu,Fiji,1979,1982,15,15,0,32,8,0,0,0,0,7,7
I Male,Fiji,1998,2001,15,12,3,5,1,0,0,0,0,10,5
B Malgas,Namib,1991,1996,15,15,0,0,0,0,0,0,0,10,4
DT Manu,Aust,1995,1997,15,12,3,15,3,0,0,0,0,10,5
J Marshall,Can,2008,2012,15,11,4,10,2,0,0,0,0,9,5
R Matarazzo,Arg,1971,1974,15,14,1,20,5,0,0,0,0,9,6
ST Meads,NZ,1961,1966,15,15,0,0,0,0,0,0,0,13,2
EJS Michie,Scot,1954,1957,15,15,0,3,1,0,0,0,0,5,10
MA Mika,Samoa,1995,1999,15,9,6,0,0,0,0,0,0,6,7
