date,home_team,away_team,home_tries,home_penalties,home_conversions,home_drop_goals,away_tries,away_penalties,away_conversions,away_drop_goals
2009-04-24,Highlanders,Stormers,1,2,0,0,2,2,1,27
2009-04-24,Force,Lions,8,1,6,0,2,0,1,0
2009-04-25,Blues,Reds,4,0,2,0,4,1,3,28
2009-04-25,Hurricanes,Brumbies,8,2,1,0,1,0,1,28
2009-04-25,Cheetahs,Crusaders,2,2,2,0,1,1,1,28
2009-04-25,Bulls,Chiefs,3,2,3,1,3,2,3,0
2009-05-01,Hurricanes,Blues,6,1,6,0,4,1,2,2
2009-05-01,Lions,Crusaders,3,1,1,0,4,2,3,2
2009-05-01,Cheetahs,Waratahs,1,1,1,0,2,2,1,2
2009-05-02,Reds,Brumbies,2,1,0,0,7,1,7,2
2009-05-02,Sharks,Highlanders,2,3,2,0,2,1,1,0
2009-05-02,Bulls,Force,3,5,1,0,4,1,3,2
2009-05-02,Stormers,Chiefs,2,0,2,0,4,0,2,2
2009-05-08,Crusaders,Reds,5,1,2,0,2,0,1,0
2009-05-08,Lions,Highlanders,4,0,2,1,3,1,2,2
2009-05-09,Chiefs,Hurricanes,1,3,1,0,1,1,0,2
2009-05-09,Brumbies,Blues,5,1,3,1,2,1,1,2
2009-05-09,Sharks,Waratahs,0,4,0,0,2,1,0,2
2009-05-09,Bulls,Cheetahs,4,1,3,0,3,1,1,0
2009-05-09,Stormers,Force,3,1,1,0,2,1,1,2
2009-05-15,Chiefs,Brumbies,1,1,1,0,1,0,1,0
2009-05-16,Lions,Waratahs,3,2,1,2,5,1,1,0
2009-05-16,Blues,Crusaders,1,2,1,0,0,4,0,2
2009-05-16,Reds,Hurricanes,4,0,4,0,5,2,3,2
2009-05-16,Force,Highlanders,4,2,1,0,4,0,4,0
2009-05-16,Cheetahs,Stormers,3,1,2,0,3,3,2,2
2009-05-16,Sharks,Bulls,4,0,2,0,3,0,2,2
2009-05-22,Chiefs,Hurricanes,2,0,2,0,1,1,1,0
2009-05-23,Bulls,Crusaders,3,1,3,4,2,2,2,1
2009-05-30,Bulls,Chiefs,8,2,5,1,2,2,1,1
