date,home_team,away_team,home_tries,home_penalties,home_conversions,home_drop_goals,away_tries,away_penalties,away_conversions,away_drop_goals
2011-04-30,Japan,Hong Kong,7,0,5,0,3,1,2,0
2011-11-19,Czech  Republic,Netherlands,4,0,1,0,1,1,1,0
2011-04-23,Belgium,Netherlands,4,1,2,1,2,2,1,0
2011-06-15,Georgia,Argentina Jaguars,1,3,0,0,1,2,1,0
2011-04-09,Sweden,Denmark,7,0,5,0,2,1,1,0
2011-11-29,Papua New  Guinea,Vanuatu,10,1,5,0,0,1,0,0
2011-06-10,Portugal,Argentina Jaguars,2,5,0,0,3,0,3,0
2011-11-12,Moldova,Poland,3,0,1,0,2,1,2,0
2011-04-30,Moldova,Netherlands,3,0,2,0,2,2,1,0
2011-02-12,Belgium,Moldova,1,5,0,0,1,0,0,0
2011-07-29,Mauritius,Nigeria,5,1,4,0,2,0,1,0
2011-05-07,Japan,Kazakhstan,9,0,8,0,0,0,0,0
2011-11-29,Solomon  Islands,Niue,4,0,1,0,3,0,2,0
2011-04-02,Moldova,Germany,3,3,2,0,2,1,1,0
2011-11-12,Germany,Netherlands,3,1,1,1,1,0,1,0
2011-04-30,Malta,Croatia,2,3,1,0,2,0,2,0
2011-12-10,Hong Kong,United Arab Emirates,5,1,7,0,2,0,2,0
2011-12-10,Kenya,Brazil,5,0,1,0,4,1,1,0
2011-12-01,Papua New  Guinea,Solomon Islands,6,1,0,0,0,0,0,0
2011-05-21,Japan,Sri Lanka,11,0,10,0,1,1,1,1
2011-10-29,Sweden,Croatia,3,1,3,0,2,2,1,0
2011-03-12,Czech  Republic,Germany,2,5,2,0,2,3,2,0
2011-04-30,Lithuania,Latvia,6,0,6,0,0,1,0,0
2011-06-18,Uganda,Madagascar,9,0,4,0,3,3,3,0
2011-05-07,Sweden,Malta,3,1,3,0,1,2,1,0
2011-05-13,Japan,United Arab EMIRATES,12,0,13,0,0,0,0,0
2011-11-05,Belgium,Czech Republic,7,0,5,0,0,0,0,0
2011-11-05,Malta,Lithuania,1,2,0,1,1,1,1,0
2011-10-08,Cyprus,Luxembourg,6,0,4,0,1,0,1,0
2011-06-10,South Africa  Kings,Georgia,3,4,2,0,2,1,2,0
2011-03-19,Belgium,Germany,3,3,2,0,3,2,2,0
2011-06-12,Zimbabwe,Uganda,3,1,2,1,3,0,0,0
2011-11-19,Poland,Germany,4,2,4,0,1,1,0,0
2011-10-22,Lithuania,Sweden,4,2,2,0,2,6,1,0
2011-04-09,Mexico,United States South,3,2,9,0,0,3,0,0
2011-10-15,Poland,Czech Republic,2,2,2,0,1,2,1,0
2011-05-07,Lithuania,Croatia,4,1,3,0,2,0,1,0
2011-10-29,Malta,Latvia,4,2,1,0,0,0,0,0
2011-06-15,Zimbabwe,Madagascar,6,0,2,0,0,0,0,0
2011-12-03,Solomon  Islands,Vanuatu,5,0,4,0,3,1,1,0
2011-04-16,Poland,Netherlands,4,2,3,0,2,1,1,1
2011-03-19,Moldova,Czech Republic,4,0,2,0,2,1,0,1
2011-12-03,Papua New  Guinea,Niue,6,0,3,0,1,0,1,0
2011-08-20,Romania,Ukraine,6,1,4,0,1,3,1,0
2011-05-14,Sweden,Latvia,7,3,5,0,4,1,3,0
2011-11-13,Uruguay,Portugal,1,2,1,1,0,3,0,0
2011-03-12,Poland,Belgium,3,3,2,0,2,2,1,1
2011-11-12,Kenya,Tunisia,1,3,1,0,1,0,1,0
2012-06-02,Wales,Barbarians (Uk) Rfc,3,3,3,0,3,0,3,0
2012-05-26,Uruguay,Brazil,4,1,2,0,2,1,1,0
2012-02-04,Romania,Portugal,2,1,1,0,1,0,1,0
2012-06-10,Tonga,Japan,3,1,3,0,2,2,2,0
2012-06-09,New Zealand,Ireland,5,3,4,0,1,1,1,0
2012-09-15,New Zealand,South Africa,2,3,1,0,1,2,0,0
2012-02-25,Romania,Russia,4,1,1,0,0,0,0,0
2012-08-25,South Africa,Argentina,1,3,1,0,1,3,1,0
2012-05-26,Argentina,Chile,0,0,0,0,0,0,0,0
2012-06-12,Emerging  Italy,Portugal,3,3,2,0,2,3,1,0
2012-03-17,England,Ireland,2,6,1,0,0,3,0,0
2012-06-10,Samoa,Fiji,3,4,1,0,3,3,1,0
2012-06-09,Australia,Wales,3,1,3,1,1,3,1,0
2012-02-04,France,Italy,4,2,2,0,0,3,0,1
2012-06-09,South Africa,England,2,4,0,0,1,4,0,0
2012-06-05,Samoa,Tonga,2,2,2,0,0,6,0,0
2012-06-16,South  Africa,England,3,3,2,1,3,3,2,0
2012-02-05,Wales,Ireland,3,2,1,0,2,3,1,0
2012-06-09,Georgia,Ukraine,5,0,4,0,0,1,0,0
2012-03-17,Italy,Scotland,1,1,1,1,0,2,0,0
2012-03-10,Portugal,Spain,2,3,2,0,1,4,0,0
2012-09-15,Australia,Argentina,2,3,2,0,2,3,0,0
2012-03-10,Ireland,France,2,1,2,0,1,4,0,0
2012-06-16,Scotland,Fiji,4,3,3,0,3,2,2,0
2012-04-07,Jamaica,Cayman Islands,1,4,1,0,2,2,1,0
2012-02-11,England,Italy,1,4,1,0,2,1,1,0
2012-09-29,South Africa,Australia,5,0,3,0,1,1,0,0
2012-06-17,Romania,Emerging Italy,2,1,2,0,1,2,1,0
2012-05-12,Japan,Korea,7,0,6,0,1,1,0,0
2012-05-20,Argentina,Uruguay,6,0,5,0,1,0,0,0
2012-10-06,Poland,Czech Republic,2,5,2,0,0,0,0,1
2012-06-23,Australia,Wales,1,5,0,0,1,4,1,0
2012-02-25,Spain,Ukraine,5,2,5,0,0,2,0,0
2012-06-23,Fiji,Tonga,4,0,3,0,1,4,0,0
2012-02-26,France,Scotland,2,2,2,1,2,1,2,0
2012-06-05,Fiji,Japan,3,2,2,0,1,4,1,0
2012-07-08,Senegal,Morocco,2,3,2,1,2,3,1,2
2012-02-25,Ireland,Italy,5,3,4,0,1,1,1,0
2012-10-06,Australia,Argentina,1,6,1,0,1,4,1,0
2012-06-23,South Africa,England,1,3,0,0,1,3,0,0
2012-06-23,New Zealand,Ireland,8,1,6,0,0,0,0,0
2012-05-05,Japan,United Arab Emirates,11,0,13,0,0,1,0,0
2012-03-17,Georgia,Russia,4,2,5,0,0,0,0,0
2012-06-09,Canada,United States,3,3,2,0,3,2,2,0
2012-02-12,Wales,Scotland,3,2,1,0,1,2,1,0
2012-10-20,Ukraine,Sweden,1,5,1,0,1,1,1,0
2012-06-08,Italy 'A',Russia,5,0,4,0,3,0,1,0
2012-03-10,Georgia,Romania,1,4,1,0,1,2,1,0
2012-03-17,Spain,Romania,1,1,1,1,0,4,0,0
2012-09-08,Denmark,Norway,2,1,1,0,2,1,1,0
2012-08-18,South Africa,Argentina,3,2,3,0,0,2,0,0
2012-03-31,Romania,Ukraine,8,0,8,0,0,0,0,0
2012-03-17,Ukraine,Portugal,4,3,3,0,3,4,3,0
2012-03-10,Russia,Ukraine,5,1,5,0,3,0,2,0
2012-08-18,New Zealand,Australia,2,5,1,0,1,4,1,0
2012-05-23,Argentina,Brazil,15,0,13,0,0,0,0,0
2012-04-28,Japan,Kazakhstan,7,0,11,0,0,0,0,0
2012-06-16,New Zealand,Ireland,1,4,1,1,1,4,1,0
2012-06-17,Uruguay,Portugal,4,3,3,0,1,0,1,0
2012-06-17,United  States,Georgia,4,4,2,0,3,1,1,0
2012-03-10,Wales,Italy,2,4,1,0,0,0,0,0
2012-06-16,Australia,Wales,1,6,1,0,2,3,2,0
2012-03-17,Wales,France,1,3,1,0,0,3,0,0
2012-09-29,New Zealand,Argentina,7,3,5,0,2,0,1,0
2012-06-23,Scotland,Samoa,2,1,2,0,1,2,1,1
2012-06-09,Argentina,Italy,4,4,4,0,3,1,2,0
2012-06-08,Argentina  'A',Portugal,5,2,5,0,0,3,0,0
2012-07-04,Namibia,Senegal,2,1,2,1,0,4,0,2
2012-10-06,New Zealand,South Africa,4,1,3,1,1,3,1,0
2012-05-20,Chile,Brazil,1,4,1,0,0,2,0,0
2012-06-15,Italy,Canada,1,6,1,0,1,3,1,0
2012-03-11,England,France,3,1,3,0,1,5,1,0
2012-06-12,Romania,Argentina 'A',2,3,2,0,2,3,1,0
2012-09-08,New Zealand,Argentina,2,3,1,0,1,0,0,0
2012-02-25,Wales,England,1,4,1,0,0,4,0,0
2012-07-04,Madagascar,Morocco,4,3,3,0,4,0,4,0
2012-06-12,Russia,Uruguay,3,0,2,0,1,2,1,0
2012-02-11,Spain,Georgia,4,2,2,0,3,1,0,0
2012-05-19,Japan,Hong Kong,6,0,6,0,0,0,0,0
2012-06-23,France,Argentina,6,3,5,0,1,1,1,0
2012-06-08,Romania,Uruguay,2,5,2,0,0,2,0,1
2012-07-08,Madagascar,Namibia,7,1,7,0,6,1,4,1
2012-06-17,Argentina 'A',Russia,3,3,3,0,0,3,0,0
2012-06-05,Scotland,Australia,0,3,0,0,0,2,0,0
2012-06-17,Samoa,Japan,3,2,3,0,4,2,0,0
2012-02-25,Georgia,Portugal,4,2,3,0,1,0,1,0
2012-06-23,Canada,Georgia,3,4,2,0,2,0,1,0
2012-03-10,Ireland,Scotland,4,2,3,0,1,3,0,0
2012-06-16,Argentina,France,2,3,2,0,1,5,0,0
2012-08-25,New Zealand,Australia,1,5,1,0,0,0,0,0
2012-02-11,Russia,Portugal,3,2,3,0,4,1,3,1
2012-10-27,Australia,New Zealand,0,6,0,0,0,6,0,0
2012-05-23,Uruguay,Chile,2,5,1,0,2,4,2,0
2012-09-08,Australia,South Africa,2,4,2,0,1,4,1,0
